BorrName,BorrID,LoanStatus,GrossApproval,SBAGuarantee,PctOfGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,DebtCoverage,Leverage,COFiscalYear,COAmount,PrinBalanceCollected,PctOfPrinColl,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,JobsSupported
Zucca Auto Paint & Supply Inc.,3561,PIF,25000,12500,0.5,7.75,84,2013,11/20/12,11/20/12,0,10/15/19,0,2.25,4,0,0,25000,1,0,0,0,811121,0
"Wise Custom Builders, LLC.",3562,EXEMPT,50000,25000,0.5,7.75,84,2013,11/19/12,12/1/12,12,10/26/19,0,2,3,0,0,15000,0.3,0,0,0,236220,2
Williams Landscape Management,3563,EXEMPT,75000,37500,0.5,6.75,84,2013,11/9/12,11/9/12,0,10/4/19,0,2,3,0,0,22500,0.3,0,0,0,561730,0
"Dollar USA Plus, Inc",3564,PIF,50000,25000,0.5,7.5,60,2013,11/2/12,11/8/12,6,10/13/17,0,2.25,4,0,0,50000,1,0,0,0,453998,0
"L.K. Auto Repair, Inc.",3565,EXEMPT,986000,739500,0.75,5.25,240,2013,10/23/12,12/1/12,39,8/18/32,0,2,3,0,0,345100,0.35,0,0,0,811111,7
"Hartnett Electric, Inc.",3566,COMMIT,50000,25000,0.5,7.75,84,2013,10/16/12,10/24/12,8,9/18/19,0,2.25,4,0,0,12500,0.25,0,0,0,238210,6
"ABI INTERNATIONAL GROUP, CORP.",3567,EXEMPT,75000,37500,0.5,5.25,44,2013,10/11/12,10/11/12,0,5/23/16,0,2,3,0,0,22500,0.3,0,0,0,423620,0
CCZ Ice Cream Inc,3568,PIF,233600,116800,0.5,6.5,60,2013,10/10/12,10/15/12,5,9/19/17,0,2.25,4,0,0,233600,1,0,0,0,722213,0
CNM Tax &amp; Business Solutio,3571,EXEMPT,25000,12500,0.5,5.75,83,2012,9/28/12,10/1/12,3,7/27/19,0,2.25,2.75,0,0,7500,0.3,0,0,0,541219,0
"Fischer Advertising Services,",3572,PIF,150000,75000,0.5,6.5,84,2012,9/25/12,10/3/12,8,8/28/19,0,2.25,4,0,0,150000,1,0,0,0,541810,5
2Skebengas Company,3573,PIF,350000,175000,0.5,6,84,2012,9/24/12,11/1/12,38,9/26/19,0,2.25,4,0,0,350000,1,0,0,0,424480,6
DTEB SOUVENIR DEPOT CORP.,3574,PIF,250000,125000,0.5,7.75,84,2012,9/21/12,10/1/12,10,8/26/19,0,2.25,4,0,0,250000,1,0,0,0,453220,0
2Skebengas Company,3575,PIF,571000,428250,0.75,7.24,120,2012,9/20/12,11/12/12,53,9/21/22,0,2.25,4,0,0,571000,1,0,0,0,424480,4
"Alfredo Garcia-Menocal, PA",3577,EXEMPT,50000,25000,0.5,6.75,84,2012,9/17/12,10/1/12,14,8/26/19,0,2.25,2.75,0,0,15000,0.3,0,0,0,541110,0
"AK Resorts Group, LLC",3579,EXEMPT,605000,453750,0.75,5.5,192,2012,9/12/12,9/12/12,0,6/20/28,0,2.25,2.75,0,0,181500,0.3,0,0,0,721110,5
JMG Counters LLC,3581,EXEMPT,50000,25000,0.5,6.75,84,2012,9/7/12,10/1/12,24,8/26/19,0,2.25,2.75,0,0,15000,0.3,0,0,0,327991,5
RMJG Enterprises LLC,3582,PIF,50000,25000,0.5,7,84,2012,9/7/12,9/14/12,7,8/9/19,0,2.25,4,0,0,50000,1,0,0,0,237310,0
"ACCENT TECHNOLOGIES, INC.",3583,PIF,691000,518250,0.75,5.5,84,2012,9/4/12,9/11/12,7,8/6/19,0,2.25,4,0,0,691000,1,0,0,0,541519,29
"ACCENT TECHNOLOGIES, INC.",3584,PIF,350000,175000,0.5,5.25,84,2012,9/4/12,9/4/12,0,7/30/19,0,2.25,4,0,0,350000,1,0,0,0,541519,29
Subito International Group Inc,3585,PIF,30000,15000,0.5,7.75,84,2012,9/4/12,9/4/12,0,7/30/19,0,2.25,4,0,0,30000,1,0,0,0,423850,6
Mangia Group LLC,3586,EXEMPT,50000,25000,0.5,7.75,144,2012,8/28/12,9/1/12,4,6/30/24,0,2.25,2.75,0,0,15000,0.3,0,0,0,722110,6
"WJM Equipment Service, Inc.",3587,PIF,18900,9450,0.5,7,36,2012,8/23/12,8/29/12,6,8/14/15,0,2.25,4,0,0,18900,1,0,0,0,811111,1
"FLORIDA STATE MANAGEMENT, LLC",3588,PIF,50000,25000,0.5,7.75,84,2012,8/21/12,9/1/12,11,7/27/19,0,2.25,4,0,0,50000,1,0,0,0,423930,0
"Carpets By Five-Four South, In",3589,EXEMPT,30000,15000,0.5,7.75,84,2012,8/16/12,9/1/12,16,7/27/19,0,2.25,2.75,0,0,9000,0.3,0,0,0,442210,0
"Kelley W. Collier, PA",3590,EXEMPT,150000,75000,0.5,4.25,300,2012,8/14/12,8/22/12,8,4/13/37,0,2.25,2.75,0,0,45000,0.3,0,0,0,533110,3
"RENATO V. OCAMPO, JR., M.D., P",3591,EXEMPT,10000,5000,0.5,5.75,84,2012,8/8/12,4/1/13,236,2/24/20,0,2.25,2.75,0,0,3500,0.35,0,0,0,621111,0
"RENATO V. OCAMPO, JR., M.D., P",3592,PIF,90000,45000,0.5,6,60,2012,8/8/12,8/20/12,12,7/25/17,0,2.25,4,0,0,90000,1,0,0,0,621111,0
Taylor Professional Properties,3593,EXEMPT,1036000,777000,0.75,5.75,300,2012,8/7/12,9/14/12,38,5/6/37,0,2.25,2.75,0,0,362600,0.35,0,0,0,621210,8
Rainbow Pediatrics of South Fl,3594,PIF,93000,46500,0.5,6,60,2012,8/7/12,8/20/12,13,7/25/17,0,2.25,4,0,0,93000,1,0,0,0,621111,0
Rainbow Pediatrics of South Fl,3595,EXEMPT,10000,5000,0.5,5.75,84,2012,8/7/12,10/1/13,420,8/25/20,0,2.25,2.75,0,0,3500,0.35,0,0,0,621111,0
"Nieman Investments Company, LL",3596,EXEMPT,2412900,1809675,0.75,5.25,240,2012,8/3/12,8/9/12,6,4/26/32,0,2.25,2.75,0,0,723870,0.3,0,0,0,238330,0
"Nieman Investments Company, LL",3597,PIF,2087200,1565400,0.75,5.25,120,2012,8/3/12,8/9/12,6,6/18/22,0,2.25,4,0,0,2087200,1,0,0,0,238330,121
"Saxon Archives Palm Beach, LLC",3598,PIF,30000,15000,0.5,7.75,84,2012,8/2/12,8/2/12,0,6/27/19,0,2.25,4,0,0,30000,1,0,0,0,541512,0
"Golden Marble & Granite, Inc.",3599,EXEMPT,15000,7500,0.5,6.75,84,2012,8/2/12,10/1/12,60,8/26/19,0,2.25,2.75,0,0,5250,0.35,0,0,0,238340,0
"LIV-Entertainment, LLC",3601,PIF,25000,12500,0.5,7,60,2012,8/1/12,8/6/12,5,7/11/17,0,2.25,4,0,0,25000,1,0,0,0,812990,0
"Dennmark Enterprises, LLC",3602,PIF,45000,22500,0.5,5.75,84,2012,7/30/12,8/1/12,2,6/26/19,0,2.25,4,0,0,45000,1,0,0,0,812199,35
"Dennmark Enterprises, LLC",3603,PIF,36000,18000,0.5,6.5,60,2012,7/25/12,8/10/12,16,7/15/17,0,2.25,4,0,0,36000,1,0,0,0,812199,35
Advantage Golf Cars Inc.,3609,EXEMPT,1134000,850500,0.75,5.5,120,2012,7/19/12,7/19/12,0,5/28/22,0,2.25,2.75,0,0,340200,0.3,0,0,0,441229,75
"Advanced Outdoor Concepts, Inc",3610,EXEMPT,50000,25000,0.5,6.75,96,2012,7/12/12,8/1/12,20,6/20/20,0,2.25,2.75,0,0,15000,0.3,0,0,0,335211,3
"DKW Holdings, LLC and David K.",3611,EXEMPT,936000,702000,0.75,6.25,300,2012,7/9/12,8/20/12,42,4/11/37,0,2.25,2.75,0,0,327600,0.35,0,0,0,621210,2
"David K. Warner, DDS, PA",3612,EXEMPT,495000,371250,0.75,6.25,120,2012,7/9/12,8/20/12,42,6/29/22,0,2.25,2.75,0,0,173250,0.35,0,0,0,621210,8
"Resilient Holdings, LLC",3613,PIF,1214000,910500,0.75,5,84,2012,7/9/12,7/9/12,0,6/3/19,0,2.25,4,0,0,1214000,1,0,0,0,518210,25
INFINITY CORPORATION OF CENTRA,3615,PIF,50000,25000,0.5,4.75,103,2012,7/5/12,9/1/12,58,2/16/21,0,2.25,4,0,0,50000,1,0,0,0,561621,5
Yankee Peddler Investment Corp,3616,EXEMPT,303000,151500,0.5,5.5,240,2012,6/20/12,7/18/12,28,4/4/32,0,2.25,2.75,0,0,106050,0.35,0,0,0,445230,2
Here it is LLC,3617,EXEMPT,100000,50000,0.5,6.5,84,2012,6/20/12,8/30/12,71,7/25/19,0,2.25,2.75,0,0,35000,0.35,0,0,0,448140,0
Music & Games Inc.,3618,EXEMPT,214000,107000,0.5,6,84,2012,6/14/12,6/14/12,0,5/9/19,0,2.25,2.75,0,0,64200,0.3,0,0,0,812990,0
Ramnarace M. Sookhai,3619,EXEMPT,50000,25000,0.5,6.75,108,2012,6/13/12,7/1/12,18,5/15/21,0,2.25,2.75,0,0,15000,0.3,0,0,0,423830,0
"Triebel Family Enterprises, In",3621,EXEMPT,950000,712500,0.75,5.25,300,2012,6/7/12,8/1/12,55,3/23/37,0,2.25,2.75,0,0,332500,0.35,0,0,0,722513,0
Professional Therapist Associa,3622,PIF,25000,12500,0.5,6.75,84,2012,6/4/12,6/4/12,0,4/29/19,0,2.25,4,0,0,25000,1,0,0,0,621399,0
"Cellspire, LLC",3623,EXEMPT,50000,42500,0.85,6.5,60,2012,6/4/12,3/1/17,1731,2/3/22,0,2.25,2.75,0,0,17500,0.35,0,0,0,443112,0
"Pelican Reef, Inc.",3624,EXEMPT,1000000,750000,0.75,4.25,84,2012,6/4/12,6/4/12,0,4/29/19,0,2.25,2.75,0,0,300000,0.3,0,0,0,423210,0
"ESSEX EXPORTS, INC.",3625,EXEMPT,50000,25000,0.5,5.75,84,2012,5/29/12,6/1/12,3,4/26/19,0,2.25,2.75,0,0,15000,0.3,0,0,0,522293,5
Burnett Electric Motor LLC,3626,EXEMPT,25000,12500,0.5,7.75,120,2012,5/22/12,6/1/12,10,4/10/22,0,2.25,2.75,0,0,7500,0.3,0,0,0,811310,0
"Specialized Workcomp Services,",3627,PIF,118000,59000,0.5,6.25,84,2012,5/21/12,10/1/12,133,8/26/19,0,2.25,4,0,0,118000,1,0,0,0,621340,4
Physician Extenders Services I,3630,PIF,50000,25000,0.5,6.75,84,2012,5/15/12,6/1/12,17,4/26/19,0,2.25,4,0,0,50000,1,0,0,0,561320,0
"ERIC K. NEITZKE, P.A.",3631,PIF,25000,12500,0.5,5.75,84,2012,5/10/12,1/1/13,236,11/26/19,0,2.25,4,0,0,25000,1,0,0,0,541110,2
"ERIC K. NEITZKE, P.A.",3632,PIF,50000,25000,0.5,8.75,36,2012,5/10/12,5/10/12,0,4/25/15,0,2.25,4,0,0,50000,1,0,0,0,541110,2
MAE Educational World LLC,3635,PIF,375000,281250,0.75,6,126,2012,5/9/12,7/1/12,53,11/6/22,0,2.25,4,0,0,375000,1,0,0,0,624410,2
"SOUTHERN GOLF CARS, INC",3637,PIF,60000,51000,0.85,5.5,60,2012,5/8/12,6/1/12,24,5/6/17,0,2.25,4,0,0,60000,1,0,0,0,423110,2
"Mad Stuff, LLC",3638,EXEMPT,164000,82000,0.5,5.25,300,2012,4/26/12,5/1/12,5,12/21/36,0,2.25,2.75,0,0,49200,0.3,0,0,0,811310,10
DEBORAH JACKSON THERAPY ASSOCI,3639,PIF,73000,36500,0.5,6,60,2012,4/24/12,6/1/12,38,5/6/17,0,2.25,4,0,0,73000,1,0,0,0,621340,6
"SANI-CHEM JANITORIAL SUPPLIES,",3640,EXEMPT,100000,50000,0.5,6.25,84,2012,4/24/12,6/1/12,38,4/26/19,0,2.25,2.75,0,0,35000,0.35,0,0,0,423850,13
Nivlu Corp DBA Precision Light,3641,EXEMPT,999000,749250,0.75,5.75,120,2012,4/11/12,4/11/12,0,2/18/22,0,2.25,2.75,0,0,299700,0.3,0,0,0,423610,15
"Fulton Insurance Group, Inc.",3642,PIF,2105000,1578750,0.75,6,180,2012,3/30/12,6/1/12,63,3/15/27,0,2.25,4,0,0,2105000,1,0,0,0,524210,15
"ALL FLORIDA PAINT & BODY SHOP,",3643,PIF,56500,28250,0.5,7.25,60,2012,3/27/12,4/1/12,5,3/6/17,0,2.25,4,0,0,56500,1,0,0,0,811121,10
"Coakley Mechanical, Inc.",3644,EXEMPT,50000,25000,0.5,5.75,84,2012,3/14/12,11/5/12,236,9/30/19,0,2.25,2.75,0,0,17500,0.35,0,0,0,238220,0
Kubal and Vedula Ophthalmic As,3646,PIF,468000,351000,0.75,6,120,2012,3/14/12,5/1/12,48,3/10/22,0,2.25,4,0,0,468000,1,0,0,0,621111,0
"Paradigm Medical Center, LLC",3647,PIF,50000,25000,0.5,5.75,84,2012,3/9/12,9/1/12,176,7/27/19,0,2.25,4,0,0,50000,1,0,0,0,621111,4
IA & JP INVESTMENTS LLC,3648,EXEMPT,216000,108000,0.5,7.75,300,2012,3/7/12,4/1/12,25,11/21/36,0,2.25,2.75,0,0,64800,0.3,0,0,0,624410,0
"Daina Greene, MD PA",3649,EXEMPT,220000,110000,0.5,6.75,84,2012,3/6/12,3/6/12,0,1/29/19,0,2.25,2.75,0,0,66000,0.3,0,0,0,621111,0
"D & R SIGNS, INC",3650,EXEMPT,17000,8500,0.5,8.25,84,2012,3/5/12,5/1/12,57,3/26/19,0,2.25,2.75,0,0,5950,0.35,0,0,0,339950,4
"Discount Rental and Sales, Inc",3653,PIF,2300000,1725000,0.75,4.75,120,2012,2/21/12,3/1/12,9,1/8/22,0,2.25,4,0,0,2300000,1,0,0,0,423810,21
"Discount Rental and Sales, Inc",3654,PIF,350000,175000,0.5,4.75,84,2012,2/21/12,3/1/12,9,1/24/19,0,2.25,4,0,0,350000,1,0,0,0,423810,21
JOT Childcare Inc,3655,EXEMPT,1567000,1175250,0.75,5.5,300,2012,2/13/12,3/1/12,17,10/21/36,0,2.25,2.75,0,0,470100,0.3,0,0,0,624410,8
JOT Childcare Inc,3656,PIF,100000,50000,0.5,6,84,2012,2/13/12,5/1/12,78,3/26/19,0,2.25,4,0,0,100000,1,0,0,0,624110,6
"KSM School III, LLC",3657,EXEMPT,272700,204525,0.75,5.5,120,2012,2/8/12,2/8/12,0,12/17/21,0,2.25,2.75,0,0,81810,0.3,0,0,0,624410,60
"Lampstand Foods, LLC d/b/a Lit",3658,PIF,242000,181500,0.75,5.75,125,2012,2/7/12,3/1/12,23,6/7/22,0,2.25,4,0,0,242000,1,0,0,0,722211,23
"FLORIDA SIDEWALK SOLUTIONS, LL",3659,PIF,50000,25000,0.5,9.75,84,2012,2/6/12,3/1/12,24,1/24/19,0,2.25,4,0,0,50000,1,0,0,0,237310,6
"Four Strings, LLC",3661,EXEMPT,827100,620325,0.75,6.75,300,2012,1/25/12,2/1/12,7,9/22/36,0,2.25,2.75,0,0,248130,0.3,0,0,0,621111,8
"Water Safety Products, Inc.",3662,EXEMPT,622500,466875,0.75,4.75,119,2012,1/23/12,2/1/12,9,11/10/21,0,2.25,2.75,0,0,186750,0.3,0,0,0,315999,10
"Water Safety Products, Inc.",3663,EXEMPT,150000,75000,0.5,4.75,84,2012,1/23/12,2/1/12,9,12/26/18,0,2.25,2.75,0,0,45000,0.3,0,0,0,315999,10
"'O' MOTOR SPORTS, INC.",3664,PIF,45000,22500,0.5,8.5,84,2012,1/10/12,1/10/12,0,12/4/18,0,2.25,4,0,0,45000,1,0,0,0,811121,2
Hyvac Air Conditioning Service,3665,EXEMPT,35600,26700,0.75,5.25,121,2012,1/6/12,2/1/12,26,1/9/22,0,2.25,2.75,0,0,10680,0.3,0,0,0,238220,15
"BB7, LLC",3666,EXEMPT,350000,262500,0.75,5.25,300,2012,1/6/12,2/1/12,26,9/22/36,0,2.25,2.75,0,0,105000,0.3,0,0,0,238220,15
"APONTE CLEAN SERVICES, INC.",3667,EXEMPT,50000,25000,0.5,8.5,120,2012,1/5/12,1/5/12,0,11/13/21,0,2.25,2.75,0,0,15000,0.3,0,0,0,561720,8
H Lopez LLC,3669,EXEMPT,157300,78650,0.5,7.5,240,2012,12/20/11,1/1/12,12,9/18/31,0,2.25,2.75,0,0,47190,0.3,0,0,0,339116,8
JEFFREY GULLETT,3671,EXEMPT,10000,5000,0.5,9.75,108,2012,12/13/11,3/1/12,79,1/13/21,0,2.25,2.75,0,0,3500,0.35,0,0,0,451110,1
PALACIOS DE LOS JUGOS LATIN &,3672,PIF,50000,25000,0.5,8.5,84,2012,12/7/11,12/7/11,0,10/31/18,0,2.25,4,0,0,50000,1,0,0,0,722110,14
"Aeroservicios USA, Inc.",3673,PIF,500000,375000,0.75,5.5,84,2012,12/6/11,2/1/12,57,12/26/18,0,2.25,4,0,0,500000,1,0,0,0,423860,91
LELACK CORPORATION,3674,EXEMPT,50000,25000,0.5,8.5,9,2012,11/28/11,2/1/12,65,10/28/12,0,2.25,2.75,0,0,17500,0.35,0,0,0,238990,3
"YOURS TRULY CARDS & GIFTS, INC",3675,PIF,20000,10000,0.5,7.25,84,2012,11/17/11,11/17/11,0,10/11/18,0,2.25,4,0,0,20000,1,0,0,0,453220,8
CORNERSTONE CONNECTION SERVICE,3677,EXEMPT,50000,25000,0.5,8.5,96,2012,10/28/11,11/1/11,4,9/20/19,0,2.25,2.75,0,0,15000,0.3,0,0,0,238210,7
KNEELAND TV,3678,PIF,15000,7500,0.5,9.25,60,2012,10/26/11,11/1/11,6,10/5/16,0,2.25,4,0,0,15000,1,0,0,0,811211,2
"Boulder River Services, Inc.",3679,PIF,15000,7500,0.5,9.75,84,2012,10/11/11,11/1/11,21,9/25/18,0,2.25,4,0,0,15000,1,0,0,0,541213,5
"ACCURATE TRUCK & EQUIPMENT, IN",3680,EXEMPT,50000,42500,0.85,6.5,84,2012,10/7/11,12/1/11,55,10/25/18,0,2.25,2.75,0,0,17500,0.35,0,0,0,423830,2
"KOURSAROS, LLC",3681,EXEMPT,20000,10000,0.5,8.5,84,2012,10/5/11,10/5/11,0,8/29/18,0,2.25,2.75,0,0,6000,0.3,0,0,0,722110,17
Will Richardson MD PA,3682,PIF,954000,715500,0.75,5.5,108,2011,9/30/11,11/1/11,32,9/14/20,0,2.25,4,0,0,954000,1,0,0,0,621111,10
"Florida Architectural Precast,",3684,EXEMPT,150000,75000,0.5,7.25,84,2011,9/29/11,10/1/11,2,8/25/18,0,2.5,2.5,0,0,60000,0.4,0,0,0,327310,0
"Florida Architectural Precast,",3685,PIF,50000,25000,0.5,9.25,60,2011,9/29/11,10/1/11,2,9/4/16,0,2.25,4,0,0,50000,1,0,0,0,327310,0
"WhatAChick, Inc",3686,EXEMPT,750000,562500,0.75,6,126,2011,8/31/11,11/1/11,62,3/8/22,0,2.5,2.5,0,0,262500,0.35,0,0,0,722211,45
"EFFECTIVE PHYSICAL THERAPY, IN",3687,EXEMPT,15000,7500,0.5,7.25,84,2011,8/25/11,1/1/12,129,11/25/18,0,2.5,2.5,0,0,5250,0.35,0,0,0,621340,1
"Quonset Pizza, Inc.",3688,PIF,310000,232500,0.75,6,96,2011,8/23/11,10/1/11,39,8/20/19,0,2.25,4,0,0,310000,1,0,0,0,722515,25
"BROEDELL INSURANCE SERVICES, I",3689,EXEMPT,10000,5000,0.5,8.5,84,2011,8/7/11,11/1/11,86,9/25/18,0,2.5,2.5,0,0,3500,0.35,0,0,0,524298,2
THE BAGEL EXPRESS INTERNATIONA,3690,EXEMPT,25000,12500,0.5,8.75,84,2011,8/4/11,8/4/11,0,6/28/18,0,2.5,2.5,0,0,10000,0.4,0,0,0,311812,10
"Diana Wohlstein, DMD, PLLC",3692,PIF,482000,361500,0.75,7,120,2011,7/18/11,8/1/11,14,6/9/21,0,2.25,4,0,0,482000,1,0,0,0,621210,10
"CRR PAINTING SERVICES, INC",3693,PIF,50000,25000,0.5,8.5,84,2011,7/11/11,7/11/11,0,6/4/18,0,2.25,4,0,0,50000,1,0,0,0,238320,1
"BRAD BEATTY ENTERPRISES, INC.",3694,PIF,50000,25000,0.5,8.5,84,2011,7/6/11,6/1/12,331,4/26/19,0,2.25,4,0,0,50000,1,0,0,0,623312,10
THODHORI'S AUTO & SERVICE REPA,3695,EXEMPT,200000,100000,0.5,7.25,240,2011,6/29/11,9/1/11,64,5/19/31,0,2.5,2.5,0,0,70000,0.35,0,0,0,811111,3
"Lobaina Dental Holdings, LLC",3696,PIF,323000,242250,0.75,5.75,180,2011,6/22/11,9/1/11,71,6/14/26,0,2.25,4,0,0,323000,1,0,0,0,621210,0
"TMJOC, Inc. d/b/a Shenandoah C",3697,PIF,200000,150000,0.75,5.75,120,2011,6/13/11,7/1/11,18,5/9/21,0,2.25,4,0,0,200000,1,0,0,0,621310,0
"Elsis Enterprises, LLC",3698,PIF,2945000,2208750,0.75,5.75,312,2011,6/1/11,7/1/11,30,2/14/37,0,2.25,4,0,0,2945000,1,0,0,0,624410,27
"RELIANT FAMILY PRACTICE, PA",3699,PIF,50000,25000,0.5,9.75,96,2011,5/26/11,6/1/11,6,4/20/19,0,2.25,4,0,0,50000,1,0,0,0,621111,3
West Florida Medical Investmen,3700,PIF,1555000,1166250,0.75,6.75,129,2011,5/20/11,7/1/11,42,2/3/22,0,2.25,4,0,0,1555000,1,0,0,0,621111,10
BEST CHOICE SILK SCREEN & EMBR,3701,COMMIT,10000,5000,0.5,8.5,84,2011,5/17/11,9/1/12,473,7/27/19,0,2.25,4,0,0,2500,0.25,0,0,0,541430,3
"Donald J. Alexander, DDS PA",3702,EXEMPT,100000,50000,0.5,7,84,2011,5/13/11,6/1/11,19,4/25/18,0,2.5,2.5,0,0,40000,0.4,0,0,0,621210,4
Florida Robotic & Minimally In,3705,PIF,256000,192000,0.75,5.5,120,2011,4/26/11,7/1/11,66,5/9/21,0,2.25,4,0,0,256000,1,0,0,0,621111,1
"ANDREW WAINWRIGHT, LLC",3706,PIF,25000,12500,0.5,7.25,84,2011,4/14/11,12/1/11,231,10/25/18,0,2.25,4,0,0,25000,1,0,0,0,561730,3
"Med Bay Tampa, LLC",3707,EXEMPT,1254500,940875,0.75,6,191,2011,4/7/11,5/1/11,24,1/7/27,0,2.5,2.5,0,0,501800,0.4,0,0,0,621310,0
"PDENT LAB, INC",3708,PIF,40000,20000,0.5,9.25,84,2011,4/5/11,5/1/11,26,3/25/18,0,2.25,4,0,0,40000,1,0,0,0,339116,8
FLORIDA MEDICAL TRAINING INSTI,3709,PIF,105000,52500,0.5,6.75,84,2011,3/29/11,4/1/11,3,2/23/18,0,2.25,4,0,0,105000,1,0,0,0,611210,22
"ARTLAB, LLC",3710,EXEMPT,25000,12500,0.5,8.5,84,2011,3/22/11,6/1/11,71,4/25/18,0,2.5,2.5,0,0,8750,0.35,0,0,0,323113,6
"BT&S Restaurant Group, Inc.",3711,PIF,275000,206250,0.75,5.5,127,2011,3/16/11,7/1/11,107,12/5/21,0,2.25,4,0,0,275000,1,0,0,0,722513,0
H & R COFFEE CO.,3712,PIF,1752000,1314000,0.75,6,144,2011,2/2/11,2/2/11,0,12/1/22,0,2.25,4,0,0,1752000,1,0,0,0,454390,20
"MECO PARTS INTERNATIONAL, L.L.",3713,PIF,150000,75000,0.5,6.25,84,2011,1/27/11,2/1/11,5,12/26/17,0,2.25,4,0,0,150000,1,0,0,0,423830,1
"MECO PARTS INTERNATIONAL, L.L.",3714,PIF,59000,29500,0.5,6.25,60,2011,1/27/11,2/1/11,5,1/6/16,0,2.25,4,0,0,59000,1,0,0,0,423830,1
"Potatohead Properties, LLC and",3717,EXEMPT,633000,569700,0.9,6,186,2011,12/24/10,2/1/11,39,5/13/26,0,2.5,2.5,0,0,221550,0.35,0,0,0,621210,0
"TMA Subs 2, Inc.",3719,PIF,268000,241200,0.9,5.5,120,2011,12/13/10,2/1/11,50,12/10/20,0,2.25,4,0,0,268000,1,0,0,0,722513,0
"Power Up Enterprises, LLC",3720,EXEMPT,200000,180000,0.9,5.75,120,2011,12/6/10,12/6/10,0,10/14/20,0,2.5,2.5,0,0,80000,0.4,0,0,0,443142,0
"MOBILE DEALS NOW, LLC",3721,PIF,24000,12000,0.5,9.25,74,2011,12/2/10,2/1/11,61,3/1/17,0,2.25,4,0,0,24000,1,0,0,0,541870,6
"Imperial Health Insurance, LLC",3722,PIF,225000,202500,0.9,6,120,2011,11/17/10,11/17/10,0,9/25/20,0,2.25,4,0,0,225000,1,0,0,0,524210,0
"LOURDES NUNEZ MD, PA & Edgewat",3724,PIF,25000,12500,0.5,8.5,84,2011,11/9/10,11/9/10,0,10/3/17,0,2.25,4,0,0,25000,1,0,0,0,621111,6
"LOURDES NUNEZ MD, PA and Edgew",3725,PIF,212000,106000,0.5,7.25,36,2011,11/9/10,11/9/10,0,10/24/13,0,2.25,4,0,0,212000,1,0,0,0,621111,6
"CHARE, INC.",3726,PIF,24000,12000,0.5,8.5,60,2011,11/5/10,11/5/10,0,10/10/15,0,2.25,4,0,0,24000,1,0,0,0,624410,12
Connell Family Enterprises Inc,3727,PIF,208000,187200,0.9,6,120,2011,10/27/10,11/1/10,5,9/9/20,0,2.25,4,0,0,208000,1,0,0,0,561730,0
Timothy Brozovich PA,3728,EXEMPT,218500,196650,0.9,6,120,2011,10/21/10,11/1/10,11,9/9/20,0,2.5,2.5,0,0,87400,0.4,0,0,0,524210,4
AEROSCOPE PRECISION MANUFACTUR,3730,PIF,32700,16350,0.5,8.75,84,2011,10/14/10,10/14/10,0,9/7/17,0,2.25,4,0,0,32700,1,0,0,0,336411,2
"Lighting Resources, USA, Inc.",3732,EXEMPT,125000,62500,0.5,5.75,83,2011,10/1/10,1/1/11,92,10/26/17,0,2.5,2.5,0,0,43750,0.35,0,0,0,238990,18
Skating Palace,3733,PIF,650000,487500,0.75,5.75,239,2010,8/27/10,8/27/10,0,4/14/30,0,2.25,4,0,0,650000,1,0,0,0,713940,6
Sea Tow \\ of Key Biscayne,3734,PIF,508000,381000,0.75,5.75,119,2010,8/26/10,10/1/10,36,7/10/20,0,2.25,4,0,0,508000,1,0,0,0,488390,9
"Jerome Hernandez, OD, Inc.",3735,EXEMPT,269000,201750,0.75,6,120,2010,8/16/10,8/16/10,0,6/24/20,0,2.25,2,0,0,121050,0.45,0,0,0,446130,4
CHILD AND FAMILY PSYCHOLOGISTS,3737,PIF,100000,50000,0.5,4.75,84,2010,8/10/10,8/10/10,0,7/4/17,0,2.25,4,0,0,100000,1,0,0,0,621330,0
"PHYSICIANS MEDICAL REVIEW, LLC",3738,PIF,100000,50000,0.5,4.25,84,2010,7/14/10,10/1/10,79,8/25/17,0,2.25,4,0,0,100000,1,0,0,0,541990,3
Little Hands on Learning Acade,3739,EXEMPT,60000,30000,0.5,6.75,141,2010,7/12/10,7/12/10,0,2/9/22,0,2.25,2,0,0,27000,0.45,0,0,0,611110,2
Dirty Bar LLC,3740,EXEMPT,659000,494250,0.75,6,237,2010,7/7/10,8/1/10,25,1/18/30,0,2.25,2,0,0,296550,0.45,0,0,0,722410,4
"MA CAPITAL MANAGEMENT, LLC",3741,PIF,125000,62500,0.5,4.25,84,2010,6/24/10,7/1/10,7,5/25/17,0,2.25,4,0,0,125000,1,0,0,0,541618,0
Insurance Consultants of Centr,3742,PIF,1073000,804750,0.75,5.75,120,2010,6/23/10,10/1/10,100,8/9/20,0,2.25,4,0,0,1073000,1,0,0,0,524210,18
Ice House Funding Inc.,3743,PIF,1524000,1371600,0.9,6,131,2010,5/27/10,6/1/10,5,3/5/21,0,2.25,4,0,0,1524000,1,0,0,0,311999,0
"Protek Pest Control, Inc.",3744,PIF,200000,180000,0.9,6,240,2010,5/18/10,8/1/10,75,4/18/30,0,2.25,4,0,0,200000,1,0,0,0,541990,9
