BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuarantee,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysIN2TB4CO,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
NO OBSTICLE SALE & MARKETING,2040 MINER ST,DES PLAINES,IL,60016,1811,EXEMPT,25000,12500,8.25,84,2016,10/28/15,11/1/15,4,9/25/22,0,,,,,,"2,520",84,423220,Home Furnishing Merchant Wholesalers,0,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
LAGRANGE ROOFING INC,5737 HARVEY AVE,LA GRANGE,IL,60525,1831,EXEMPT,30000,15000,8.25,84,2015,8/28/15,9/1/15,4,7/26/22,0,,,,,,"2,520",84,238160,Roofing Contractors,2,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
MIDLAND PUBLICATIONS INC,40 SHUMAN BLVD SUITE 105,NAPERVILLE,IL,60563,1874,EXEMPT,25000,12500,7.99,60,2015,5/28/15,6/1/15,4,5/5/20,0,,,,,,"1,800",60,511120,Periodical Publishers,7,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
MD OFFICE MAIL LLC,1717 PARK ST SUITE # 110,NAPERVILLE,IL,60563,1959,EXEMPT,10000,5000,7.99,60,2015,10/28/14,11/1/14,4,10/6/19,0,,,,,,"1,800",60,541519,Other Computer Related Services,0,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
S. D. HODGES & ASSOCIATES P.C.,3708 PARTHENON WAY,OLYMPIA FIELDS,IL,60461,1960,EXEMPT,10000,5000,7.75,84,2015,10/28/14,11/1/14,4,9/25/21,0,,,,,,"2,520",84,541211,Offices of Certified Public Accountants,1,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
DA MI CONSTRUCTION INC,313 LINDEN ST,GLEN ELLYN,IL,60137,1978,EXEMPT,100000,50000,7.75,84,2014,8/28/14,9/1/14,4,7/26/21,0,,,,,,"2,520",84,236118,Residential Remodelers,1,SBA EXPRES,FA$TRK (Small Loan Express),U.S. Bank National Association,425 Walnut St,Cincinnati,OH,45202
Rafal Stachulak,6533 West 92nd Street,Oak Lawn,IL,60453,2194,EXEMPT,30300,15150,6.3,60,2018,12/27/17,12/31/17,4,12/5/22,0,,,,,,"1,800",60,484110,"General Freight Trucking, Local",0,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
"Healthyums, LLC",2724 Sheridan Road,Zion,IL,60099,2287,EXEMPT,296000,222000,7,300,2017,7/27/17,7/31/17,4,3/22/42,0,,,,,,"9,000",300,445291,Baked Goods Stores,10,PLP,Guaranty,The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
"GMH DIRECT, LLC",102 EAST CHARLES ROAD,VILLA PARK,IL,60181,2449,EXEMPT,46000,39100,5.25,1,2010,7/28/10,8/1/10,4,8/31/10,0,,,,,,30,1,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",5,PLP,Guaranty,The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
SEOUL TACO LLC,608 S SIXTH ST SUITE 4,CHAMPAIGN,IL,61820,2504,EXEMPT,139800,118830,6,84,2016,1/28/16,2/1/16,4,12/26/22,0,,,,,,"2,520",84,722330,Mobile Food Services,96,PLP,Guaranty,The Bank of Missouri,916 N Kingshighway,PERRYVILLE,MO,63775
Singletary Enterprises LLC,Sparta Center Drive,Sparta,IL,62286,2884,EXEMPT,120600,102510,6.25,120,2016,9/27/16,10/1/16,4,8/10/26,0,,,,,,"3,600",120,812990,All Other Personal Services,2,OTH 7A,Guaranty,Scott CU,101 Credit Union Way,EDWARDSVILLE,IL,62025
J and A Landscaping,503 W Hurlbut Ave,BELVIDERE,IL,61008,3186,EXEMPT,30000,15000,9.75,36,2015,7/28/15,8/1/15,4,7/16/18,0,,,,,,"1,080",36,541320,Landscape Architectural Services,2,SBA EXPRES,FA$TRK (Small Loan Express),"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
"American Dowell Sign Company,",1712 W Hensley Rd,CHAMPAIGN,IL,61822,3190,EXEMPT,237300,177975,3,60,2015,2/25/15,3/1/15,4,2/3/20,0,,,,,,"1,800",60,339950,Sign Manufacturing,0,SLA,Lender Advantage Initiative,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
Vince the Tailor and Sons II,3501 N Main Street,Rockford,IL,61103,3243,EXEMPT,45000,38250,4.99,180,2014,2/25/14,3/1/14,4,12/12/28,0,,,,,,"5,400",180,811490,Other Personal and Household Goods Repair and Maintenance,1,PLP,Guaranty,Alpine Bank & Trust Co.,1700 N Alpine Rd,ROCKFORD,IL,61107
Marion County Ambulance Servic,110 Wood Street,Odin,IL,62870,3338,EXEMPT,112000,95200,6,86,2013,9/27/13,10/1/13,4,10/24/20,0,,,,,,"2,580",86,621910,Ambulance Services,26,RLA,Rural Lender Advantage,"Peoples National Bank, National Association",116 S Washington,MCLEANSBORO,IL,62859
"Studio Energia, Inc.",808 W Bartlett Road Unit 2-B,Bartlett,IL,60103,3400,EXEMPT,455000,341250,6,303,2015,10/28/14,11/1/14,4,9/21/39,0,,,,,,"9,090",303,713940,Fitness and Recreational Sports Centers,0,PLP,Guaranty,Pacific Western Bank,"9701 Wilshire Blvd, Ste 700",BEVERLY HILLS,CA,90212
POWER TOWER INC.,"162 North Franklin Street, 6t",CHICAGO,IL,60606,3408,EXEMPT,660000,495000,5.5,300,2015,3/28/15,4/1/15,4,11/21/39,0,,,,,,"9,000",300,541990,"All Other Professional, Scientific, and Technical Services",18,PLP,Guaranty,Pacific Premier Bank,"17901 Von Karman Ave, Ste 1200",IRVINE,CA,92614
"Kids In Motion of Springfield,",1716 S. Buhr Mill Court,SPRINGFIELD,IL,62704,3568,EXEMPT,179900,134925,6,120,2014,10/28/13,11/1/13,4,9/10/23,0,,,,,,"3,600",120,713940,Fitness and Recreational Sports Centers,4,PLP,Guaranty,"Newtek Small Business Finance, Inc.",1981 Marcus Avenue,LAKE SUCCESS,NY,11042
Country Florist,540 N Chestnut,MINONK,IL,61760,3624,EXEMPT,58500,29250,6.25,120,2012,12/28/11,1/1/12,4,11/9/21,0,,,,,,"3,600",120,453110,Florists,3,SBA EXPRES,FA$TRK (Small Loan Express),Morton Community Bank,721 W Jackson St,MORTON,IL,61550
Axis Plumbing LLC,407 S. 2Nd Street,Caseyville,IL,62232,3662,EXEMPT,98000,83300,6.25,120,2017,10/28/16,11/1/16,4,9/10/26,0,,,,,,"3,600",120,238220,"Plumbing, Heating, and Air-Conditioning Contractors",6,SLA,Lender Advantage Initiative,Midwest Regional Bank,363 Festus Centre Dr,FESTUS,MO,63028
Jaxco LLC,5220 S. Route 31,Prairie Grove,IL,60012,3716,EXEMPT,125000,106250,7,84,2016,1/28/16,2/1/16,4,12/26/22,0,,,,,,"2,520",84,811111,General Automotive Repair,5,SLA,Lender Advantage Initiative,McHenry Savings Bank,353 Bank Dr,MCHENRY,IL,60050
"Ergadoo, Inc.",1320 South State Street,SPRINGFIELD,IL,62704,3739,EXEMPT,60000,30000,5.5,36,2014,5/28/14,6/1/14,4,5/16/17,0,,,,,,"1,080",36,611710,Educational Support Services,5,SBA EXPRES,FA$TRK (Small Loan Express),Marine Bank,3050 Wabash Ave,SPRINGFIELD,IL,62704
Thomas Skoumal DDS PC,2800 Keslinger Road #102,GENEVA,IL,60134,3815,EXEMPT,650000,487500,5.5,120,2016,6/27/16,7/1/16,4,5/10/26,0,,,,,,"3,600",120,621210,Offices of Dentists,8,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
Elmhurst Swim School LLC,N. Michigan St.,Elmhurst,IL,60126,3928,EXEMPT,1280000,960000,6.25,132,2016,9/27/16,10/1/16,4,8/5/27,0,,,,,,"3,960",132,611620,Sports and Recreation Instruction,40,OTH 7A,Guaranty,Level One Bank,32991 Hamilton Ct,FARMINGTON HILLS,MI,48334
"Malones Early Learning Center,",122 Walnut St,CARTERVILLE,IL,62918,3948,EXEMPT,37000,31450,6,72,2016,11/27/15,12/1/15,4,10/30/21,0,,,,,,"2,160",72,624410,Child Day Care Services,4,PLP,Guaranty,Legence Bank,946 Fourth St,ELDORADO,IL,62930
Gold Standard Property Managem,1000 N McLean Blvd,ELGIN,IL,60123,4122,EXEMPT,244000,122000,5,240,2017,6/26/17,6/30/17,4,3/17/37,0,,,,,,"7,200",240,238160,Roofing Contractors,2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Hall Group Solutions LLC,8601 S YATES BLVD,CHICAGO,IL,60617,4247,EXEMPT,100000,50000,7.55,84,2017,12/28/16,1/1/17,4,11/26/23,0,,,,,,"2,520",84,611420,Computer Training,15,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"294 J.E.S., INC.",9840 GLADYS LN,PALOS HILLS,IL,60465,4280,EXEMPT,27900,13950,6.65,60,2017,11/10/16,11/14/16,4,10/19/21,0,,,,,,"1,800",60,484110,"General Freight Trucking, Local",12,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
ATLAS FREIGHT INC.,8021 JANES AVE APT B,WOODRIDGE,IL,60517,4309,EXEMPT,50400,25200,7.05,72,2016,9/27/16,10/1/16,4,8/31/22,0,,,,,,"2,160",72,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
BALANCE STRESS MANAGEMENT & TH,915 E PARKVIEW DR,SOUTH ELGIN,IL,60177,4310,EXEMPT,20000,10000,9.15,84,2016,9/27/16,10/1/16,4,8/26/23,0,,,,,,"2,520",84,621330,Offices of Mental Health Practitioners (except Physicians),12,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Lucero Pool Plaster Inc.,133 LAUREL CT,WHEELING,IL,60090,4449,EXEMPT,250000,125000,6.1,84,2016,3/28/16,4/1/16,4,2/24/23,0,,,,,,"2,520",84,238990,All Other Specialty Trade Contractors,12,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"V & A INTERNATIONAL, INC.",15800 114TH AVE,ORLAND PARK,IL,60467,4450,EXEMPT,15600,7800,8.7,48,2016,3/28/16,4/1/16,4,3/11/20,0,,,,,,"1,440",48,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Windy City Financial Partners,",2500 W HIGGINS ROAD SUITE 360,HOFFMAN ESTATES,IL,60169,4503,EXEMPT,200000,100000,6.75,84,2016,12/28/15,1/1/16,4,11/25/22,0,,,,,,"2,520",84,524210,Insurance Agencies and Brokerages,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"TRAIN YOUR TEAM, LLC","1585 Beverly Court, #105",AURORA,IL,60502,4527,EXEMPT,429000,321750,5.192,300,2016,11/19/15,11/23/15,4,7/14/40,0,,,,,,"9,000",300,713940,Fitness and Recreational Sports Centers,6,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
SiteXpedite LLC,430 N Crooked Lake Lane,Lindenhurst,IL,60046,4541,EXEMPT,250000,125000,7.15,84,2016,10/28/15,11/1/15,4,9/25/22,0,,,,,,"2,520",84,237130,Power and Communication Line and Related Structures Construction,21,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
FREIGHT UNION INCORPORATED,5105 Tollview Dr Ste 210,ROLLING MEADOWS,IL,60008,4596,EXEMPT,52000,26000,6.25,60,2015,7/28/15,8/1/15,4,7/5/20,0,,,,,,"1,800",60,484121,"General Freight Trucking, Long Distance, Truckload",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
ATLAS FREIGHT INC.,8021 JANES AVE APT B,WOODRIDGE,IL,60517,4597,EXEMPT,27600,13800,6.5,84,2015,7/28/15,8/1/15,4,6/25/22,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Ronald U Oakdale DDS,100 S Prospect Ave Ste 1,PARK RIDGE,IL,60068,4659,EXEMPT,25000,12500,9.05,72,2015,5/28/15,6/1/15,4,4/30/21,0,,,,,,"2,160",72,621210,Offices of Dentists,5,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"DHILLON BROSS, INC.",200 W Berkley Ln,HOFFMAN ESTATES,IL,60169,4693,EXEMPT,47600,23800,6.25,72,2015,4/27/15,5/1/15,4,3/30/21,0,,,,,,"2,160",72,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
GR GENERAL TRANSPORT CORP.,4740 N Sayre Ave Apt 1B,HARWOOD HEIGHTS,IL,60706,4694,EXEMPT,48700,24350,8.7,84,2015,4/27/15,5/1/15,4,3/25/22,0,,,,,,"2,520",84,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
GREEN FREIGHT LOGISTICS CORPOR,5913 W Eddy St,CHICAGO,IL,60634,4760,EXEMPT,21200,10600,9.2,48,2015,1/28/15,2/1/15,4,1/11/19,0,,,,,,"1,440",48,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Lombard Machining Incorporated,114 W. Fay Avenue,ADDISON,IL,60101,4892,EXEMPT,359200,269400,4,240,2014,6/27/14,7/1/14,4,3/18/34,0,,,,,,"7,200",240,332710,Machine Shops,3,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"TUSCANY BUILDERS CHICAGO, INC.",3 N Schoenbeck Rd,PROSPECT HEIGHTS,IL,60070,4923,EXEMPT,35000,17500,8.4,43,2014,5/28/14,6/1/14,4,12/12/17,0,,,,,,"1,290",43,236118,Residential Remodelers,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Miroslaw Walo, M.D., S.C.",4905 Old Orchard Shopping Cen,SKOKIE,IL,60077,4961,EXEMPT,71000,35500,7.5,84,2014,1/28/14,2/1/14,4,12/26/20,0,,,,,,"2,520",84,621399,Offices of All Other Miscellaneous Health Practitioners,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Miroslaw Walo, M.D., S.C.",4905 Old Orchard Shopping Cen,SKOKIE,IL,60077,4962,EXEMPT,20000,10000,8.75,84,2014,1/28/14,2/1/14,4,12/26/20,0,,,,,,"2,520",84,621399,Offices of All Other Miscellaneous Health Practitioners,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"RAINBOW RESTAURANT INC., NO. I",233 N York Rd,ELMHURST,IL,60126,4978,EXEMPT,80000,40000,7.5,84,2014,11/27/13,12/1/13,4,10/25/20,0,,,,,,"2,520",84,722511,Full-Service Restaurants,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Suburban Eyes Clinic, LLC",500 Davis St Ste 810,EVANSTON,IL,60201,5041,EXEMPT,100000,50000,5.75,84,2013,3/28/13,4/1/13,4,2/24/20,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Cate Mcginn Law Offices LLC,1905 Wexford Cir,WHEATON,IL,60189,5061,EXEMPT,65000,32500,7.5,84,2013,12/28/12,1/1/13,4,11/26/19,0,,,,,,"2,520",84,541110,Offices of Lawyers,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Vlora Limo Inc.,6910 N Sheridan Rd #505,CHICAGO,IL,60626,5223,EXEMPT,25000,12500,8.5,84,2011,7/28/11,8/1/11,4,6/25/18,0,,,,,,"2,520",84,485320,Limousine Service,7,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Cherie's Garden Day Care, Inc.",3425 Donovan Drive,CRETE,IL,60417,5264,EXEMPT,395000,355500,4.95,240,2011,10/28/10,11/1/10,4,7/19/30,0,,,,,,"7,200",240,624410,Child Day Care Services,18,PLP,Guaranty,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Tullis Automotive, Inc.",1600 W. Morton Ave.,JACKSONVILLE,IL,62650,5362,EXEMPT,995000,746250,4.75,120,2016,6/27/16,7/1/16,4,5/10/26,0,,,,,,"3,600",120,441110,New Car Dealers,20,PLP,Guaranty,Illinois National Bank,322 E Capitol Ave,SPRINGFIELD,IL,62701
Autos In Motion LLC,2325 WISCONSIN AVE,DOWNERS GROVE,IL,60515,5546,EXEMPT,230900,115450,8.25,84,2017,8/11/17,8/15/17,4,7/9/24,0,,,,,,"2,520",84,484220,"Specialized Freight (except Used Goods) Trucking, Local",3,SBA EXPRES,FA$TRK (Small Loan Express),Granite Community Bank,202 2nd Ave South,COLD SPRING,MN,56320
"HLC Fabrication, LLC",1209 N Route 45,Mattoon,IL,61938,5729,EXEMPT,250000,125000,5,60,2018,12/27/17,12/31/17,4,12/5/22,0,,,,,,"1,800",60,331110,Iron and Steel Mills and Ferroalloy Manufacturing,3,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
D and W Services,691 KNox Rd 350E,ABINGDON,IL,61410,5762,EXEMPT,47200,23600,5,60,2016,9/27/16,10/1/16,4,9/5/21,0,,,,,,"1,800",60,562111,Solid Waste Collection,6,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
New Beginnings Contractor,1330 E. WELLINGTON WAY,DECATUR,IL,62526,5913,EXEMPT,100000,50000,5,120,2014,6/19/14,6/23/14,4,5/1/24,0,,,,,,"3,600",120,236220,Commercial and Institutional Building Construction,20,SBA EXPRES,FA$TRK (Small Loan Express),"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
Fleet Feet Decatur Company,1088 W WOOD ST,DECATUR,IL,62522,5928,EXEMPT,210000,157500,5.25,120,2014,1/28/14,2/1/14,4,12/11/23,0,,,,,,"3,600",120,448210,Shoe Stores,8,SLA,Lender Advantage Initiative,"First Mid-Illinois Bank & Trust, N.A.",1515 Charleston Ave.,MATTOON,IL,61938
"Debbie's Customized Staffing,",4117 W 47th Street,Chicago,IL,60632,5948,EXEMPT,97900,48950,6.99,84,2011,7/28/11,8/1/11,4,6/25/18,0,,,,,,"2,520",84,561311,Employment Placement Agencies,2,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
"Debbie's Customized Staffing,",4117 W 47th Street,Chicago,IL,60632,5949,EXEMPT,115000,57500,4.75,84,2011,7/28/11,8/1/11,4,6/25/18,0,,,,,,"2,520",84,561311,Employment Placement Agencies,2,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
"Pro Driving Academy, Inc.",1413 Washington Street,Washington,IL,61571,5971,EXEMPT,47200,23600,5.99,84,2011,9/27/11,10/1/11,4,8/25/18,0,,,,,,"2,520",84,611692,Automobile Driving Schools,0,SBA EXPRES,FA$TRK (Small Loan Express),"Associated Bank, National Association",200 N Adams St,GREEN BAY,WI,54301
HMAA LLC,101 W. Market Street,MOUNT CARROLL,IL,61053,6069,EXEMPT,935000,701250,5.5,168,2014,1/28/14,2/1/14,4,11/20/27,0,,,,,,"5,040",168,446110,Pharmacies and Drug Stores,5,PLP,Guaranty,First Financial Bank,214 N Washington,EL DORADO,AR,71730
"Harvard GS, Inc",1300 N. Division Street,Harvard,IL,60033,6105,EXEMPT,807200,605400,5.5,300,2017,10/28/16,11/1/16,4,6/23/41,0,,,,,,"9,000",300,447110,Gasoline Stations with Convenience Stores,4,PLP,Guaranty,First Colorado National Bank,133 Grand Ave,PAONIA,CO,81428
"Max-Kleen, Inc.",153 N. Milwaukee Avenue,Libertyville,IL,60048,6167,EXEMPT,445000,333750,5.5,120,2013,2/25/13,3/1/13,4,1/8/23,0,,,,,,"3,600",120,812320,Drycleaning and Laundry Services (except Coin-Operated),11,PLP,Guaranty,First Colorado National Bank,133 Grand Ave,PAONIA,CO,81428
"Lakemoor Fitness, Inc.",28972 West Route 120,Lakemoore,IL,60051,6267,EXEMPT,150000,127500,5.5,120,2014,10/28/13,11/1/13,4,9/10/23,0,,,,,,"3,600",120,713940,Fitness and Recreational Sports Centers,3,SLA,Lender Advantage Initiative,First Bank Financial Centre,155 W Wisconsin Ave,OCONOMOWOC,WI,53066
"Chicago Avenue Hospitality, LL",1604  1608 West Chicago Avenu,CHICAGO,IL,60622,6285,EXEMPT,500000,375000,6.75,123,2017,6/26/17,6/30/17,4,8/7/27,0,,,,,,"3,690",123,722511,Full-Service Restaurants,45,PLP,Guaranty,First Bank,205 SE Broad St,SOUTHERN PINES,NC,28387
"Ilahi &amp; Sons, Inc.","3750 Industrial Drive, Unit A",Rolling Meadows,IL,60008,6417,EXEMPT,196000,98000,6.7,120,2017,7/27/17,7/31/17,4,6/9/27,0,,,,,,"3,600",120,811198,All Other Automotive Repair and Maintenance,0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
Northshore Osteopathic Healthc,1732 1st Street,Highland Park,IL,60035,6470,EXEMPT,60000,30000,4.75,84,2016,6/27/16,7/1/16,4,5/26/23,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),3,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
Northshore Osteopathic Healthc,1732 1st Street,Highland Park,IL,60035,6471,EXEMPT,29600,14800,4.7,84,2016,6/27/16,7/1/16,4,5/26/23,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),3,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"Eco Brite Linens, LLC",3712 Jarvis Ave,Skokie,IL,60076,6520,EXEMPT,3292500,2469375,5.65,90,2015,7/28/15,8/1/15,4,12/22/22,0,,,,,,"2,700",90,812320,Drycleaning and Laundry Services (except Coin-Operated),46,PLP,Guaranty,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"R & B Robacco, Inc.",2375 Bowes Road,Elgin,IL,60123,6565,EXEMPT,172800,86400,4.63,240,2013,2/25/13,3/1/13,4,11/16/32,0,,,,,,"7,200",240,453991,Tobacco Stores,0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
RICHARD WALKER & COMPANY,433 EAST 75TH ST,CHICAGO,IL,60619,6654,EXEMPT,7500,6750,7.75,120,2011,10/28/10,11/1/10,4,9/9/20,0,,,,,,"3,600",120,541211,Offices of Certified Public Accountants,2,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
RIGGS TECHNOLOGY GROUP LLC,11061 BAYOU CT,HUNTLEY,IL,60142,6655,EXEMPT,7500,6750,7.5,120,2011,10/28/10,11/1/10,4,9/9/20,0,,,,,,"3,600",120,519190,All Other Information Services,2,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
BBQ Catering Inc.,6681 Grand Ave,GURNEE,IL,60031,6783,EXEMPT,52000,26000,5.5,36,2017,10/28/16,11/1/16,4,10/17/19,0,,,,,,"1,080",36,722511,Full-Service Restaurants,20,SBA EXPRES,FA$TRK (Small Loan Express),Community State Bank,1500 Main St,UNION GROVE,WI,53182
"Rowland Trailer Sales, LLC",6406 N. Matisse Lane,BONNIE,IL,62816,6815,EXEMPT,50000,25000,6,37,2015,5/28/15,6/1/15,4,6/15/18,0,,,,,,"1,110",37,441210,Recreational Vehicle Dealers,1,SBA EXPRES,FA$TRK (Small Loan Express),Community First Bank of the Heartland,117 N 10th St,MOUNT VERNON,IL,62864
"Longust Retail, Incorporated",12515 North Woodlawn Lane,WOODLAWN,IL,62898,6832,EXEMPT,50000,25000,5.5,84,2013,9/27/13,10/1/13,4,8/25/20,0,,,,,,"2,520",84,445120,Convenience Stores,17,SBA EXPRES,FA$TRK (Small Loan Express),Community First Bank of the Heartland,117 N 10th St,MOUNT VERNON,IL,62864
Northern Illinois Orthopaedic,"406 N, Front Street",MCHENRY,IL,60051,6972,EXEMPT,1908000,1431000,3.5,240,2016,4/27/16,5/1/16,4,1/17/36,0,,,,,,"7,200",240,621111,Offices of Physicians (except Mental Health Specialists),11,PLP,Guaranty,"Citibank, N.A.",701 East 60th St North,SIOUX FALLS,SD,57104
"BALA KANAGARAJU, M.D. S. C.",7914 ASHLAND AVE,CHICAGO,IL,60620,6984,EXEMPT,20000,10000,9.75,84,2013,6/27/13,7/1/13,4,5/25/20,0,,,,,,"2,520",84,621111,Offices of Physicians (except Mental Health Specialists),11,SBA EXPRES,FA$TRK (Small Loan Express),"Citibank, N.A.",701 East 60th St North,SIOUX FALLS,SD,57104
"Kobler Dental Laboratory, LLC",832 E. Rand Road  #14,MOUNT PROSPECT,IL,60056,7043,EXEMPT,150000,75000,5,84,2016,11/27/15,12/1/15,4,10/25/22,0,,,,,,"2,520",84,339114,Dental Equipment and Supplies Manufacturing,6,SBA EXPRES,FA$TRK (Small Loan Express),Charter Bank,1010 W Clairemont Ave,EAU CLAIRE,WI,54701
